CODDEPTO,DEPARTAMENTO,Codigo,MUNICIPIO,SE,CONFIRMADOS,ACTIVOS,FALLECIDOS,RECUPERADOS(*)
7,SANTA CRUZ,70105,EL TORNO,30,558,407,28,123
7,SANTA CRUZ,70201,WARNES,30,613,491,10,112
7,SANTA CRUZ,70202,OKINAWA UNO,30,93,39,5,49
7,SANTA CRUZ,70301,SAN IGNACIO DE VELASCO,30,234,200,22,12
7,SANTA CRUZ,70401,BUENA VISTA,30,73,66,0,7
7,SANTA CRUZ,70402,SAN CARLOS,30,193,177,0,16
7,SANTA CRUZ,70403,YAPACANI,30,543,527,0,16
7,SANTA CRUZ,70404,SAN JUAN DE YAPACANI,30,144,144,0,0
7,SANTA CRUZ,70501,SAN JOSÉ DE CHIQUITOS,30,212,202,9,1
7,SANTA CRUZ,70502,PAILON,30,299,277,2,20
7,SANTA CRUZ,70503,ROBORÉ,30,144,138,1,5
7,SANTA CRUZ,70601,PORTACHUELO,30,256,245,4,7
7,SANTA CRUZ,70602,SANTA ROSA DEL SARA,30,167,159,0,8
7,SANTA CRUZ,70603,COLPA BÉLGICA,30,133,110,8,15
7,SANTA CRUZ,70701,LAGUNILLAS,30,4,4,0,0
7,SANTA CRUZ,70703,CABEZAS,30,33,29,1,3
7,SANTA CRUZ,70706,CAMIRI,30,100,84,3,13
7,SANTA CRUZ,70801,VALLE GRANDE,30,68,27,4,37
7,SANTA CRUZ,70802,TRIGAL,30,11,3,0,8
7,SANTA CRUZ,70803,MORO MORO,30,23,3,0,20
7,SANTA CRUZ,70901,SAMAIPATA,30,28,25,0,3
7,SANTA CRUZ,70902,PAMPA GRANDE,30,27,26,1,0
7,SANTA CRUZ,70903,MAIRANA,30,64,44,2,18
7,SANTA CRUZ,71001,MONTERO,30,2703,2030,81,592
7,SANTA CRUZ,71002,GRAL. SAAVEDRA,30,72,44,2,26
7,SANTA CRUZ,71003,MINEROS,30,135,86,5,44
7,SANTA CRUZ,71004,FERNÁNDEZ ALONSO,30,167,105,1,61
7,SANTA CRUZ,71005,SAN PEDRO,30,319,271,1,47
7,SANTA CRUZ,71101,CONCEPCIÓN,30,134,123,4,7
7,SANTA CRUZ,71102,SAN JAVIER,30,63,47,3,13
7,SANTA CRUZ,71104,SAN JULIÁN,30,185,166,8,11
7,SANTA CRUZ,71106,CUATRO CAÑADAS,30,140,116,7,17
7,SANTA CRUZ,71401,PUERTO SUAREZ,30,71,70,0,1
7,SANTA CRUZ,71402,PUERTO QUIJARRO,30,168,167,0,1
7,SANTA CRUZ,71105,SAN ANTONIO DE LOMERÍO,30,34,33,1,0
7,SANTA CRUZ,71503,EL PUENTE (SCZ),30,28,26,0,2
7,SANTA CRUZ,71301,COMARAPA,30,51,51,0,0
7,SANTA CRUZ,70702,CHARAGUA,30,9,8,1,0
7,SANTA CRUZ,70904,QUIRUSILLAS,30,1,1,0,0
7,SANTA CRUZ,71501,ASCENCIÓN DE GUARAYOS,30,64,54,0,10
7,SANTA CRUZ,71201,SAN MATIAS,30,38,38,0,0
7,SANTA CRUZ,71502,URUBICHA,30,29,15,0,14
7,SANTA CRUZ,70705,GUTIERREZ,30,2,1,1,0
7,SANTA CRUZ,71403,CARMEN RIVERO TORREZ,30,23,23,0,0
7,SANTA CRUZ,71302,SAIPINA,30,14,14,0,0
7,SANTA CRUZ,70302,SAN MIGUEL DE VELASCO,30,21,17,1,3
7,SANTA CRUZ,70303,SAN RAFAEL,30,11,11,0,0
7,SANTA CRUZ,71103,SAN RAMON,30,52,51,0,1
8,BENI,80101,TRINIDAD,30,3528,3150,193,185
8,BENI,80102,SAN JAVIER(BNI),30,14,14,0,0
8,BENI,80201,RIBERALTA,30,602,535,52,15
8,BENI,80202,GUAYARAMERIN,30,459,430,29,0
8,BENI,80301,REYES,30,1,1,0,0
8,BENI,80302,SAN BORJA,30,92,88,3,1
8,BENI,80303,SANTA ROSA,30,1,0,0,1
8,BENI,80304,RURRENABAQUE,30,26,23,2,1
8,BENI,80401,SANTA ANA,30,134,132,2,0
8,BENI,80402,EXALTACION,30,8,8,0,0
8,BENI,80501,SAN IGNACIO,30,73,66,1,6
8,BENI,80601,LORETO,30,52,51,1,0
8,BENI,80602,SAN ANDRES,30,87,87,0,0
8,BENI,80701,SAN JOAQUIN,30,129,125,4,0
8,BENI,80702,SAN RAMON BENI,30,83,81,2,0
9,PANDO,90101,COBIJA,30,1202,973,113,116
9,PANDO,90102,PORVENIR,30,36,35,1,0
9,PANDO,90103,BOLPEBRA,30,27,22,0,5
9,PANDO,90201,PUERTO RICO,30,6,5,1,0
9,PANDO,90203,FILADELFIA,30,20,5,1,14
9,PANDO,90301,PUERTO GONZALO MORENO,30,20,20,0,0
9,PANDO,90302,SAN LORENZO(PND),30,11,11,0,0
9,PANDO,90303,SENA,30,33,33,0,0
9,PANDO,90401,NACEBE (SANTA ROSA DEL ABUNA),30,9,8,1,0
9,PANDO,90104,BELLA FLOR,30,1,1,0,0
1,CHUQUISACA,10101,SUCRE,31,1746,1374,154,218
1,CHUQUISACA,10102,YOTALA,31,29,1,1,27
1,CHUQUISACA,10103,POROMA,31,7,1,0,6
1,CHUQUISACA,10201,AZURDUY,31,7,0,0,7
1,CHUQUISACA,10202,TARVITA,31,7,0,0,7
1,CHUQUISACA,10301,ZUDAÑEZ,31,12,8,0,4
1,CHUQUISACA,10302,PRESTO,31,10,0,0,10
1,CHUQUISACA,10303,MOJOCOYA,31,7,4,0,3
1,CHUQUISACA,10304,ICLA,31,12,1,0,11
1,CHUQUISACA,10401,PADILLA,31,15,0,0,15
1,CHUQUISACA,10402,TOMINA,31,14,0,0,14
1,CHUQUISACA,10403,SOPACHUY,31,3,0,0,3
1,CHUQUISACA,10404,ALCALA,31,10,3,0,7
1,CHUQUISACA,10405,EL VILLAR,31,1,0,0,1
1,CHUQUISACA,10501,MONTEAGUDO,31,57,13,0,44
1,CHUQUISACA,10601,TARABUCO,31,9,5,0,4
1,CHUQUISACA,10602,YAMPARAEZ,31,17,4,0,13
1,CHUQUISACA,10701,CAMARGO,31,19,16,1,2
1,CHUQUISACA,10702,SAN LUCAS,31,18,10,2,6
1,CHUQUISACA,10703,INCAHUASI,31,14,2,0,12
1,CHUQUISACA,10704,VILLA CHARCAS,31,5,1,0,4
1,CHUQUISACA,10801,VILLA SERRANO,31,10,2,0,8
1,CHUQUISACA,10901,CAMATAQUI (C. VILLA ABECIA),31,4,3,0,1
1,CHUQUISACA,10902,CULPINA,31,23,3,2,18
1,CHUQUISACA,10903,LAS CARRERAS,31,4,3,0,1
1,CHUQUISACA,11001,VILLA VACA GUZMAN (MUYUPAMPA),31,30,18,0,12
1,CHUQUISACA,11003,MACHARETI,31,4,1,0,3
2,LA PAZ,20101,LA PAZ,31,11203,10406,152,645
2,LA PAZ,20103,MECAPACA,31,14,13,1,0
2,LA PAZ,20104,ACHOCALLA,31,24,19,0,5
2,LA PAZ,20105,EL ALTO,31,4429,4001,101,327
2,LA PAZ,20201,ACHACACHI,31,14,10,3,1
2,LA PAZ,20202,ANCORAIMES,31,2,1,0,1
2,LA PAZ,20203,CHUA COCANI,31,1,1,0,0
2,LA PAZ,20205,SANTIAGO DE HUATA,31,1,1,0,0
2,LA PAZ,20301,CORO CORO,31,8,7,0,1
2,LA PAZ,20306,WALDO BALLIVIAN,31,2,2,0,0
2,LA PAZ,20403,PUERTO CARABUCO,31,1,1,0,0
2,LA PAZ,20404,HUMANATA,31,2,2,0,0
2,LA PAZ,20405,ESCOMA,31,4,3,1,0
2,LA PAZ,20501,CHUMA,31,1,1,0,0
2,LA PAZ,20502,AYATA,31,2,2,0,0
2,LA PAZ,20601,SORATA,31,4,4,0,0
2,LA PAZ,20602,GUANAY,31,1,1,0,0
2,LA PAZ,20603,TACACOMA,31,1,1,0,0
2,LA PAZ,20606,TIPUANI,31,1,1,0,0
2,LA PAZ,20607,MAPIRI,31,2,1,1,0
2,LA PAZ,20608,TEOPONTE,31,7,6,0,1
2,LA PAZ,20702,PELECHUCO,31,1,1,0,0
2,LA PAZ,20801,VIACHA,31,279,228,2,49
2,LA PAZ,20802,GUAQUI,31,1,1,0,0
2,LA PAZ,20803,TIAWANACU,31,2,2,0,0
2,LA PAZ,20902,SAPAHAQUI,31,4,4,0,0
2,LA PAZ,20904,MALLA,31,6,5,0,1
2,LA PAZ,20905,CAIROMA,31,16,5,0,11
2,LA PAZ,21001,INQUISIVI,31,1,1,0,0
2,LA PAZ,21002,QUIME,31,2,1,1,0
2,LA PAZ,21003,CAJUATA,31,2,0,1,1
2,LA PAZ,21004,COLQUIRI,31,63,46,6,11
2,LA PAZ,21005,ICHOCA,31,1,0,0,1
2,LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),31,19,12,4,3
2,LA PAZ,21102,IRUPANA (VILLA DE LANZA),31,15,13,2,0
2,LA PAZ,21103,YANACACHI,31,9,8,0,1
2,LA PAZ,21104,PALOS BLANCOS,31,21,17,3,1
2,LA PAZ,21105,LA ASUNTA,31,4,3,1,0
2,LA PAZ,21201,PUCARANI,31,12,10,1,1
2,LA PAZ,21202,LAJA,31,10,6,3,1
2,LA PAZ,21203,BATALLAS,31,22,20,2,0
2,LA PAZ,21301,SICA SICA (VILLA AROMA),31,8,5,2,1
2,LA PAZ,21302,UMALA,31,15,6,2,7
2,LA PAZ,21304,CALAMARCA,31,1,1,0,0
2,LA PAZ,21305,PATACAMAYA,31,59,26,6,27
2,LA PAZ,21307,COLLANA,31,1,1,0,0
2,LA PAZ,21401,COROICO,31,21,21,0,0
2,LA PAZ,21402,CORIPATA,31,28,19,4,5
2,LA PAZ,21502,SAN BUENA VENTURA,31,11,4,1,6
2,LA PAZ,21701,COPACABANA,31,5,4,0,1
2,LA PAZ,21802,PAPEL PAMPA,31,1,1,0,0
2,LA PAZ,22001,CARANAVI,31,58,48,2,8
2,LA PAZ,22002,ALTO BENI,31,3,2,1,0
3,COCHABAMBA,30101,COCHABAMBA,31,5498,3910,423,1165
3,COCHABAMBA,30201,AIQUILE,31,24,23,1,0
3,COCHABAMBA,30203,OMEREQUE,31,14,8,1,5
3,COCHABAMBA,30301,AYOPAYA (V. DE INDEPENDENCIA),31,3,3,0,0
3,COCHABAMBA,30303,COCAPATA,31,2,1,1,0
3,COCHABAMBA,30401,TARATA,31,17,8,6,3
3,COCHABAMBA,30402,ANZALDO,31,3,3,0,0
3,COCHABAMBA,30403,ARBIETO,31,15,10,2,3
3,COCHABAMBA,30501,ARANI,31,18,13,2,3
3,COCHABAMBA,30502,VACAS,31,6,4,0,2
3,COCHABAMBA,30601,ARQUE,31,2,0,2,0
3,COCHABAMBA,30701,CAPINOTA,31,55,45,4,6
3,COCHABAMBA,30702,SANTIVAÑES,31,27,1,1,25
3,COCHABAMBA,30703,SICAYA,31,8,4,0,4
3,COCHABAMBA,30801,CLIZA,31,23,15,3,5
3,COCHABAMBA,30802,TOCO,31,7,6,1,0
3,COCHABAMBA,30803,TOLATA,31,16,14,1,1
3,COCHABAMBA,30901,QUILLACOLLO,31,705,478,34,193
3,COCHABAMBA,30902,SIPE SIPE,31,160,73,7,80
3,COCHABAMBA,30903,TIQUIPAYA,31,170,117,8,45
3,COCHABAMBA,30904,VINTO,31,171,82,14,75
3,COCHABAMBA,30905,COLCAPIRHUA,31,139,99,14,26
3,COCHABAMBA,31001,SACABA,31,664,343,47,274
3,COCHABAMBA,31002,COLOMI,31,32,23,3,6
3,COCHABAMBA,31003,VILLA TUNARI,31,117,55,7,55
3,COCHABAMBA,31101,TAPACARI,31,12,9,2,1
3,COCHABAMBA,31201,TOTORA(CBBA),31,27,26,0,1
3,COCHABAMBA,31202,POJO (CBBA),31,12,10,0,2
3,COCHABAMBA,31203,POCONA,31,6,6,0,0
3,COCHABAMBA,31204,CHIMORE,31,146,31,11,104
3,COCHABAMBA,31205,PUERTO VILLARROEL,31,448,234,26,188
3,COCHABAMBA,31206,ENTRE RIOS CBBA,31,398,144,37,217
3,COCHABAMBA,31301,MIZQUE,31,28,20,2,6
3,COCHABAMBA,31302,VILA VILA,31,2,2,0,0
3,COCHABAMBA,31401,PUNATA,31,100,28,16,56
3,COCHABAMBA,31402,VILLA RIVERO,31,5,5,0,0
3,COCHABAMBA,31403,SAN BENITO,31,82,77,1,4
3,COCHABAMBA,31404,TACACHI,31,1,0,1,0
3,COCHABAMBA,31501,BOLIVAR,31,6,4,0,2
3,COCHABAMBA,31601,TIRAQUE (CBBA),31,8,6,1,1
3,COCHABAMBA,31602,SHINAOTA,31,241,136,4,101
4,ORURO,40101,ORURO,31,2856,2253,155,448
4,ORURO,40102,CARACOLLO,31,12,1,10,1
4,ORURO,40104,SORACACHI,31,2,1,1,0
4,ORURO,40201,CHALLAPATA,31,79,73,3,3
4,ORURO,40202,SANTUARIO DE QUILLACAS,31,17,14,0,3
4,ORURO,40401,CURAHUARA DE CARANGAS,31,1,0,1,0
4,ORURO,40402,TURCO,31,3,3,0,0
4,ORURO,40501,HUACHACALLA,31,30,25,0,5
4,ORURO,40505,ESMERALDA,31,7,7,0,0
4,ORURO,40601,POOPO,31,7,6,1,0
4,ORURO,40603,ANTEQUERA,31,7,7,0,0
4,ORURO,40701,HUANUNI,31,472,364,25,83
4,ORURO,40702,MACHACAMARCA,31,8,4,1,3
4,ORURO,40801,SALINAS DE GARCI MENDOZA,31,8,8,0,0
4,ORURO,40901,SABAYA,31,6,3,1,2
4,ORURO,40902,COIPASA,31,1,1,0,0
4,ORURO,41001,TOLEDO,31,3,2,1,0
4,ORURO,41101,EUCALIPTUS,31,36,21,3,12
4,ORURO,41201,ANDAMARCA,31,1,1,0,0
4,ORURO,41301,TOTORA(ORR),31,5,5,0,0
4,ORURO,41401,SANTIAGO DE HUARI,31,8,4,4,0
4,ORURO,41601,HUAYLLAMARCA,31,4,1,2,1
5,POTOSI,50101,POTOSI,31,569,373,39,157
5,POTOSI,50102,TINGUIPAYA,31,7,7,0,0
5,POTOSI,50201,UNCIA,31,128,84,0,44
5,POTOSI,50202,CHAYANTA,31,19,14,0,5
5,POTOSI,50203,LLALLAGUA,31,472,430,12,30
5,POTOSI,50204,CHUQUIHUTA AYLLU JUCUMANI,31,8,7,1,0
5,POTOSI,50301,BETANZOS,31,40,22,2,16
5,POTOSI,50302,CHAQUI,31,1,1,0,0
5,POTOSI,50401,COLQUECHACA,31,9,8,0,1
5,POTOSI,50402,RAVELO,31,3,3,0,0
5,POTOSI,50403,POCOATA,31,14,7,2,5
5,POTOSI,50404,OCURI,31,22,21,1,0
5,POTOSI,50501,SAN PEDRO DE BUENA VISTA,31,1,1,0,0
5,POTOSI,50502,TORO TORO,31,7,7,0,0
5,POTOSI,50601,COTAGAITA,31,3,3,0,0
5,POTOSI,50602,VITICHI,31,3,3,0,0
5,POTOSI,50701,SACACA,31,2,0,2,0
5,POTOSI,50702,CARIPUYO,31,3,3,0,0
5,POTOSI,50801,TUPIZA,31,1,1,0,0
5,POTOSI,50802,ATOCHA,31,50,48,2,0
5,POTOSI,50901,"COLCHA ""K""",31,37,26,1,10
5,POTOSI,51101,PUNA,31,11,9,2,0
5,POTOSI,51102,"CAIZA ""D""",31,12,11,1,0
5,POTOSI,51201,UYUNI,31,44,32,8,4
5,POTOSI,51202,TOMAVE,31,5,5,0,0
5,POTOSI,51203,PORCO,31,2,2,0,0
5,POTOSI,51302,ACACIO,31,4,4,0,0
5,POTOSI,51402,TAHUA,31,1,1,0,0
5,POTOSI,51501,VILLAZON,31,41,34,2,5
5,POTOSI,51601,SAN AGUSTIN,31,1,1,0,0
6,TARIJA,60101,TARIJA,31,2586,2216,66,304
6,TARIJA,60201,PADCAYA,31,47,45,0,2
6,TARIJA,60202,BERMEJO,31,144,139,3,2
6,TARIJA,60301,YACUIBA,31,578,469,12,97
6,TARIJA,60302,CARAPARI,31,103,53,0,50
6,TARIJA,60303,VILLA MONTES,31,175,121,5,49
6,TARIJA,60401,URIONDO (A. CONCEPCION),31,120,116,1,3
6,TARIJA,60402,YUNCHARA,31,6,6,0,0
6,TARIJA,60501,SAN LORENZO(TJA),31,174,144,2,28
6,TARIJA,60502,EL PUENTE(TJA),31,35,24,2,9
6,TARIJA,60601,ENTRE RIOS TRJ,31,77,64,1,12
7,SANTA CRUZ,70101,SANTA CRUZ,31,23374,7467,874,15033
7,SANTA CRUZ,70102,COTOCA,31,670,590,14,66
7,SANTA CRUZ,70103,PORONGO,31,148,106,1,41
7,SANTA CRUZ,70104,LA GUARDIA,31,1080,152,7,921
7,SANTA CRUZ,70105,EL TORNO,31,712,498,31,183
7,SANTA CRUZ,70201,WARNES,31,716,539,10,167
7,SANTA CRUZ,70202,OKINAWA UNO,31,104,43,5,56
7,SANTA CRUZ,70301,SAN IGNACIO DE VELASCO,31,272,228,22,22
7,SANTA CRUZ,70401,BUENA VISTA,31,88,81,0,7
7,SANTA CRUZ,70402,SAN CARLOS,31,226,210,0,16
7,SANTA CRUZ,70403,YAPACANI,31,602,586,0,16
7,SANTA CRUZ,70404,SAN JUAN DE YAPACANI,31,153,153,0,0
7,SANTA CRUZ,70501,SAN JOSÉ DE CHIQUITOS,31,222,212,9,1
7,SANTA CRUZ,70502,PAILON,31,338,316,2,20
7,SANTA CRUZ,70503,ROBORÉ,31,171,165,1,5
7,SANTA CRUZ,70601,PORTACHUELO,31,258,247,4,7
7,SANTA CRUZ,70602,SANTA ROSA DEL SARA,31,170,162,0,8
7,SANTA CRUZ,70603,COLPA BÉLGICA,31,138,115,8,15
7,SANTA CRUZ,70701,LAGUNILLAS,31,4,4,0,0
7,SANTA CRUZ,70703,CABEZAS,31,44,40,1,3
7,SANTA CRUZ,70706,CAMIRI,31,153,137,3,13
7,SANTA CRUZ,70801,VALLE GRANDE,31,73,31,4,38
7,SANTA CRUZ,70802,TRIGAL,31,11,0,0,11
7,SANTA CRUZ,70803,MORO MORO,31,26,6,0,20
7,SANTA CRUZ,70901,SAMAIPATA,31,29,25,1,3
7,SANTA CRUZ,70902,PAMPA GRANDE,31,33,30,1,2
7,SANTA CRUZ,70903,MAIRANA,31,79,56,2,21
7,SANTA CRUZ,71001,MONTERO,31,2812,2085,81,646
7,SANTA CRUZ,71002,GRAL. SAAVEDRA,31,72,44,2,26
7,SANTA CRUZ,71003,MINEROS,31,135,86,5,44
7,SANTA CRUZ,71004,FERNÁNDEZ ALONSO,31,169,107,1,61
7,SANTA CRUZ,71005,SAN PEDRO,31,329,281,1,47
7,SANTA CRUZ,71101,CONCEPCIÓN,31,176,165,4,7
7,SANTA CRUZ,71102,SAN JAVIER,31,69,45,3,21
7,SANTA CRUZ,71104,SAN JULIÁN,31,198,174,8,16
7,SANTA CRUZ,71106,CUATRO CAÑADAS,31,142,111,7,24
7,SANTA CRUZ,71401,PUERTO SUAREZ,31,76,75,0,1
7,SANTA CRUZ,71402,PUERTO QUIJARRO,31,188,187,0,1
7,SANTA CRUZ,71105,SAN ANTONIO DE LOMERÍO,31,34,33,1,0
7,SANTA CRUZ,71503,EL PUENTE (SCZ),31,39,36,0,3
7,SANTA CRUZ,71301,COMARAPA,31,65,62,0,3
7,SANTA CRUZ,70702,CHARAGUA,31,10,9,1,0
7,SANTA CRUZ,70904,QUIRUSILLAS,31,6,6,0,0
7,SANTA CRUZ,71501,ASCENCIÓN DE GUARAYOS,31,65,55,0,10
7,SANTA CRUZ,71201,SAN MATIAS,31,38,25,0,13
7,SANTA CRUZ,71502,URUBICHA,31,32,18,0,14
7,SANTA CRUZ,70705,GUTIERREZ,31,2,1,1,0
7,SANTA CRUZ,71403,CARMEN RIVERO TORREZ,31,25,25,0,0
7,SANTA CRUZ,71302,SAIPINA,31,19,19,0,0
7,SANTA CRUZ,70302,SAN MIGUEL DE VELASCO,31,23,19,1,3
7,SANTA CRUZ,70303,SAN RAFAEL,31,27,27,0,0
7,SANTA CRUZ,71103,SAN RAMON,31,93,90,0,3
8,BENI,80101,TRINIDAD,31,3607,3194,194,219
8,BENI,80102,SAN JAVIER(BNI),31,14,14,0,0
8,BENI,80201,RIBERALTA,31,657,553,54,50
8,BENI,80202,GUAYARAMERIN,31,459,429,29,1
8,BENI,80301,REYES,31,1,1,0,0
8,BENI,80302,SAN BORJA,31,132,114,4,14
8,BENI,80303,SANTA ROSA,31,7,6,0,1
8,BENI,80304,RURRENABAQUE,31,28,16,2,10
8,BENI,80401,SANTA ANA,31,196,162,3,31
8,BENI,80402,EXALTACION,31,8,0,0,8
8,BENI,80501,SAN IGNACIO,31,79,68,1,10
8,BENI,80601,LORETO,31,52,51,1,0
8,BENI,80602,SAN ANDRES,31,96,96,0,0
8,BENI,80701,SAN JOAQUIN,31,133,3,5,125
8,BENI,80702,SAN RAMON BENI,31,83,47,2,34
9,PANDO,90101,COBIJA,31,1245,949,120,176
9,PANDO,90102,PORVENIR,31,37,36,1,0
9,PANDO,90103,BOLPEBRA,31,27,22,0,5
9,PANDO,90201,PUERTO RICO,31,8,7,1,0
9,PANDO,90202,SAN PEDRO(PND),31,10,10,0,0
9,PANDO,90203,FILADELFIA,31,20,4,1,15
9,PANDO,90301,PUERTO GONZALO MORENO,31,20,20,0,0
9,PANDO,90302,SAN LORENZO(PND),31,11,11,0,0
9,PANDO,90303,SENA,31,35,35,0,0
9,PANDO,90401,NACEBE (SANTA ROSA DEL ABUNA),31,10,9,1,0
9,PANDO,90502,VILLA NUEVA (LOMA ALTA),31,2,2,0,0
9,PANDO,90104,BELLA FLOR,31,3,3,0,0
1,CHUQUISACA,10101,SUCRE,32,2258,1611,218,429
1,CHUQUISACA,10102,YOTALA,32,32,4,1,27
1,CHUQUISACA,10103,POROMA,32,7,1,0,6
1,CHUQUISACA,10201,AZURDUY,32,7,0,0,7
1,CHUQUISACA,10202,TARVITA,32,7,0,0,7
1,CHUQUISACA,10301,ZUDAÑEZ,32,16,12,0,4
1,CHUQUISACA,10302,PRESTO,32,10,0,0,10
1,CHUQUISACA,10303,MOJOCOYA,32,7,4,0,3
1,CHUQUISACA,10304,ICLA,32,12,1,0,11
1,CHUQUISACA,10401,PADILLA,32,15,0,0,15
1,CHUQUISACA,10402,TOMINA,32,17,3,0,14
1,CHUQUISACA,10403,SOPACHUY,32,3,0,0,3
1,CHUQUISACA,10404,ALCALA,32,10,2,0,8
1,CHUQUISACA,10405,EL VILLAR,32,1,0,0,1
1,CHUQUISACA,10501,MONTEAGUDO,32,59,13,0,46
1,CHUQUISACA,10601,TARABUCO,32,10,1,0,9
1,CHUQUISACA,10602,YAMPARAEZ,32,17,0,0,17
1,CHUQUISACA,10701,CAMARGO,32,36,28,1,7
1,CHUQUISACA,10702,SAN LUCAS,32,34,21,3,10
1,CHUQUISACA,10703,INCAHUASI,32,14,0,0,14
1,CHUQUISACA,10704,VILLA CHARCAS,32,6,2,0,4
1,CHUQUISACA,10801,VILLA SERRANO,32,10,1,0,9
1,CHUQUISACA,10901,CAMATAQUI (C. VILLA ABECIA),32,4,1,0,3
1,CHUQUISACA,10902,CULPINA,32,25,3,2,20
1,CHUQUISACA,10903,LAS CARRERAS,32,8,5,0,3
1,CHUQUISACA,11001,VILLA VACA GUZMAN (MUYUPAMPA),32,32,16,0,16
1,CHUQUISACA,11003,MACHARETI,32,4,1,0,3
2,LA PAZ,20101,LA PAZ,32,14465,13472,189,804
2,LA PAZ,20103,MECAPACA,32,16,15,1,0
2,LA PAZ,20104,ACHOCALLA,32,35,29,0,6
2,LA PAZ,20105,EL ALTO,32,5652,5106,120,426
2,LA PAZ,20201,ACHACACHI,32,20,16,3,1
2,LA PAZ,20202,ANCORAIMES,32,2,1,0,1
2,LA PAZ,20203,CHUA COCANI,32,1,1,0,0
2,LA PAZ,20205,SANTIAGO DE HUATA,32,1,1,0,0
2,LA PAZ,20301,CORO CORO,32,10,9,0,1
2,LA PAZ,20305,CHARAÑA,32,2,2,0,0
2,LA PAZ,20306,WALDO BALLIVIAN,32,2,2,0,0
2,LA PAZ,20402,MOCOMOCO,32,2,2,0,0
2,LA PAZ,20403,PUERTO CARABUCO,32,1,1,0,0
2,LA PAZ,20404,HUMANATA,32,2,2,0,0
2,LA PAZ,20405,ESCOMA,32,4,3,1,0
2,LA PAZ,20501,CHUMA,32,2,2,0,0
2,LA PAZ,20502,AYATA,32,2,2,0,0
2,LA PAZ,20601,SORATA,32,4,4,0,0
2,LA PAZ,20602,GUANAY,32,3,2,0,1
2,LA PAZ,20603,TACACOMA,32,1,1,0,0
2,LA PAZ,20606,TIPUANI,32,1,1,0,0
2,LA PAZ,20607,MAPIRI,32,2,0,1,1
2,LA PAZ,20608,TEOPONTE,32,7,6,0,1
2,LA PAZ,20702,PELECHUCO,32,1,1,0,0
2,LA PAZ,20801,VIACHA,32,351,293,5,53
2,LA PAZ,20802,GUAQUI,32,1,1,0,0
2,LA PAZ,20803,TIAWANACU,32,3,3,0,0
2,LA PAZ,20902,SAPAHAQUI,32,5,5,0,0
2,LA PAZ,20903,YACO,32,2,2,0,0
2,LA PAZ,20904,MALLA,32,6,5,0,1
2,LA PAZ,20905,CAIROMA,32,16,5,0,11
2,LA PAZ,21001,INQUISIVI,32,1,1,0,0
2,LA PAZ,21002,QUIME,32,5,4,1,0
2,LA PAZ,21003,CAJUATA,32,2,0,1,1
2,LA PAZ,21004,COLQUIRI,32,63,44,7,12
2,LA PAZ,21005,ICHOCA,32,1,0,0,1
2,LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),32,21,11,4,6
2,LA PAZ,21102,IRUPANA (VILLA DE LANZA),32,41,38,2,1
2,LA PAZ,21103,YANACACHI,32,9,8,0,1
2,LA PAZ,21104,PALOS BLANCOS,32,23,19,3,1
2,LA PAZ,21105,LA ASUNTA,32,4,3,1,0
2,LA PAZ,21201,PUCARANI,32,15,13,1,1
2,LA PAZ,21202,LAJA,32,31,27,3,1
2,LA PAZ,21203,BATALLAS,32,36,33,2,1
2,LA PAZ,21301,SICA SICA (VILLA AROMA),32,8,5,2,1
2,LA PAZ,21302,UMALA,32,16,5,2,9
2,LA PAZ,21304,CALAMARCA,32,3,3,0,0
2,LA PAZ,21305,PATACAMAYA,32,60,27,6,27
2,LA PAZ,21306,COLQUENCHA,32,2,2,0,0
2,LA PAZ,21307,COLLANA,32,1,1,0,0
2,LA PAZ,21401,COROICO,32,24,15,1,8
2,LA PAZ,21402,CORIPATA,32,31,18,4,9
2,LA PAZ,21502,SAN BUENA VENTURA,32,11,4,1,6
2,LA PAZ,21701,COPACABANA,32,6,4,0,2
2,LA PAZ,21702,SAN PEDRO DE TIQUINA,32,1,1,0,0
2,LA PAZ,21802,PAPEL PAMPA,32,1,1,0,0
2,LA PAZ,21901,SANTIAGO DE MACHACA,32,2,2,0,0
2,LA PAZ,22001,CARANAVI,32,62,50,3,9
2,LA PAZ,22002,ALTO BENI,32,3,2,1,0
3,COCHABAMBA,30101,COCHABAMBA,32,6134,4180,488,1466
3,COCHABAMBA,30201,AIQUILE,32,33,32,1,0
3,COCHABAMBA,30203,OMEREQUE,32,14,8,1,5
3,COCHABAMBA,30301,AYOPAYA (V. DE INDEPENDENCIA),32,3,3,0,0
3,COCHABAMBA,30302,MOROCHATA,32,1,1,0,0
3,COCHABAMBA,30303,COCAPATA,32,2,1,1,0
3,COCHABAMBA,30401,TARATA,32,23,11,6,6
3,COCHABAMBA,30402,ANZALDO,32,3,3,0,0
3,COCHABAMBA,30403,ARBIETO,32,15,10,2,3
3,COCHABAMBA,30501,ARANI,32,21,14,2,5
3,COCHABAMBA,30502,VACAS,32,6,4,0,2
3,COCHABAMBA,30601,ARQUE,32,3,1,2,0
3,COCHABAMBA,30701,CAPINOTA,32,68,57,4,7
3,COCHABAMBA,30702,SANTIVAÑES,32,28,2,1,25
3,COCHABAMBA,30703,SICAYA,32,8,4,0,4
